r1_service_a,r1_service_b,r2_service_b,r1_service_c,r2_service_d,r1_throughput,r2_throughput,r1_mean_latency,r2_mean_latency,throughput
80,131,162,128,146,62.27,89.51,0.00159,0.00154,151.78
140,49,96,80,29,55.95,75.83,0.00168,0.00185,131.78
90,173,197,121,191,51.53,90.33,0.00166,0.00176,141.86
109,184,47,130,40,51.51,76.28,0.0017,0.0017,127.79
102,105,31,87,59,49.63,87.36,0.0017,0.00185,136.99
177,71,147,86,134,40.39,74.25,0.00155,0.0018,114.64
127,172,110,173,199,55.16,87.56,0.0017,0.00186,142.72
113,186,47,73,129,54.7,82.23,0.00169,0.00177,136.93
47,38,81,172,101,49.86,76.62,0.00169,0.00182,126.48
150,191,38,121,107,64.13,98.63,0.00172,0.00169,162.76
40,70,150,79,160,59.48,83.25,0.00173,0.00173,142.73
112,130,45,70,166,54.88,89.57,0.0015,0.00162,144.45
69,112,184,67,28,70.72,100,0.00168,0.789183,170.72
175,80,192,78,130,81.75,100,0.00171,0.650112,181.75
116,182,128,192,132,65.21,95.6,0.00168,0.00141,160.81
172,38,75,173,83,64.53,92.57,0.0017,0.0015,157.1
109,92,27,48,53,67.66,94.69,0.00172,0.00106,162.35
146,197,26,176,76,63.42,94.88,0.00169,0.00161,158.3
89,103,173,166,157,41.81,61.28,0.00167,0.00168,103.09
163,30,27,145,67,47.54,80.3,0.00157,0.0017,127.84
63,86,49,116,100,61.7,91.94,0.00166,0.00168,153.64
161,104,157,116,83,65.15,100,0.0017,0.00154,165.15
180,155,58,102,25,61.3,91.93,0.00169,0.00179,153.23
89,92,129,100,132,63.92,89.39,0.00161,0.00173,153.31
89,54,199,56,77,59.91,92.08,0.00168,0.00141,151.99
37,44,81,168,197,72.75,97.88,0.00176,0.0014,170.63
165,38,164,142,49,63.04,100,0.00175,0.0011,163.04
187,79,133,130,194,64.79,98.12,0.00175,0.00158,162.91
117,108,171,66,55,75.02,93.54,0.00175,0.00147,168.56
122,120,200,96,88,59.11,85.76,0.00166,0.00169,144.87
63,73,58,60,191,53.82,87.95,0.00164,0.00165,141.77
115,62,37,34,33,57.2,94.43,0.0017,0.00174,151.63
